PatientID,BirthDate,IsNeutered,SexSource,BreedVeNomID,SourceBreed,Case_1,Date first suspected_2,Date confirmed_3,Date ruled out_4,Weight at suspected,Polydipsia mentioned_5,Polyuria mentioned_6,Polyphagia_7,Vomiting_8,Diarrhoea_9,Potbelly/hepatomegaly_10,Weight_11,Thin/dry skin_12,Alopecia_13,Pruritus_14,Muscle wastage/weakness_15,Lethargy_16,Panting_17,Neurological signs_18,Increased ALKP_19,Increased ALT/GGT/AST_20,USG <1.20_21,Proteinuria_22,Heart rate_23,Temperature_24,ALKP level_28,USG level_29,Hospitalised,Hypertensive,Insulin,Hypothyroid,Cruciate
867,26/11/2004 0:00,TRUE,Male - Neutered,15086,West Highland White Terrier,0,25/02/2017 0:00,,28/02/2017 0:00,9.6,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Unknown,Unknown,Unknown,100,38.1,414,,No,No,No,No,No
868,2/09/2009 0:00,TRUE,Female - Neutered,15087,Yorkshire Terrier,0,3/02/2017 0:00,,3/03/2017 0:00,11.2,No,No,No,No,No,No,Weight gain,No,No,No,No,No,No,No,Yes,No,Unknown,No,,,331,,No,No,No,No,No
869,4/06/2007 0:00,TRUE,Male - Neutered,15033,Lakeland Terrier,0,15/02/2017 0:00,,6/03/2017 0:00,6.95,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,120,38.9,100,1.016,No,No,No,No,No
870,8/03/2004 0:00,TRUE,Female - Neutered,13683,Beagle,0,3/08/2016 23:00,,9/03/2017 0:00,21.2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,366,1.005,No,No,No,No,No
871,25/04/2016 0:00,FALSE,Female    ,Crossbreed,Crossbreed,0,1/03/2017 0:00,,10/03/2017 0:00,16.8,No,No,No,No,Yes,No,Weight loss,Yes,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,39.4,,,No,No,No,No,No
872,6/10/2007 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,0,28/02/2017 0:00,,15/03/2017 0:00,12.15,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,No,No,130,38.3,,1.036,No,No,No,No,No
873,3/12/2006 0:00,TRUE,Male - Neutered,15086,West Highland White Terrier,0,9/03/2017 0:00,,15/03/2017 0:00,9.1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,38.2,,,No,No,No,No,No
874,19/05/2007 0:00,TRUE,Female - Neutered,14631,Labrador Retriever,0,28/02/2017 0:00,,16/03/2017 0:00,34,No,No,No,No,No,Yes,Weight gain,No,No,No,No,Yes,Yes,No,Yes,Yes,Unknown,Unknown,160,,266,,No,No,No,No,No
875,29/12/2006 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,0,7/12/2016 0:00,,17/03/2017 0:00,6.8,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,120,39.1,170,1.035,No,No,No,No,No
876,22/11/2013 0:00,TRUE,Female - Neutered,14275,Siberian Husky,0,17/03/2017 0:00,,20/03/2017 0:00,28.25,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,Yes,No,No,No,No
877,14/02/2003 0:00,TRUE,Female - Neutered,15087,Yorkshire Terrier,0,20/02/2017 0:00,,20/03/2017 0:00,3.6,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,132,38.6,,,No,No,No,No,No
878,24/04/2010 0:00,TRUE,Female - Neutered,15009,Jack Russell Terrier,0,15/03/2017 0:00,,21/03/2017 0:00,12,Yes,No,No,No,Yes,Yes,Weight gain,No,No,No,No,Yes,Yes,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
879,2/03/2015 0:00,TRUE,Female - Neutered,14634,Rhodesian Ridgeback,0,24/02/2017 0:00,,24/03/2017 0:00,42.1,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
880,2/04/2005 0:00,TRUE,Female - Neutered,14846,Cocker Spaniel,0,1/03/2017 0:00,,24/03/2017 0:00,21,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,,,600,1.036,No,No,No,No,No
881,31/05/2010 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,0,20/02/2017 0:00,,26/03/2017 0:00,32.25,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Unknown,Unknown,,,1898,,No,No,No,No,No
882,2/09/2014 0:00,TRUE,Male      ,14672,Schnauzer,0,17/11/2016 0:00,,27/03/2017 23:00,10.1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,100,,,,No,No,No,No,No
883,16/06/2005 0:00,TRUE,Female - Neutered,13724,Boxer,0,16/02/2017 0:00,,29/03/2017 23:00,36.9,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Yes,No,96,38.9,,1.009,No,No,No,No,No
884,5/09/2010 0:00,TRUE,Female - Neutered,13883,Collie,0,21/03/2017 0:00,,29/03/2017 23:00,22.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Yes,,,,,Yes,No,No,No,No
885,18/10/2013 0:00,TRUE,Female - Neutered,14599,Pug,0,27/03/2017 23:00,,2/04/2017 23:00,7.15,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,100,39.1,,1.03,No,No,No,No,No
886,25/01/2008 0:00,TRUE,Male - Neutered,15009,Jack Russell Terrier,0,24/02/2017 0:00,,3/04/2017 23:00,11.6,Yes,Yes,No,No,No,Yes,Weight loss,No,No,No,No,Yes,No,No,Yes,Unknown,Yes,Yes,,38.2,1167,1.012,No,No,No,No,No
887,1/01/2006 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,0,30/03/2017 23:00,,3/04/2017 23:00,23.75,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,No,,,,1.014,No,No,No,No,No
888,31/03/2009 0:00,TRUE,Male - Neutered,14729,Collie,0,29/03/2017 23:00,,4/04/2017 23:00,14.3,No,No,No,No,No,No,Weight loss,Yes,Yes,No,No,No,No,No,No,No,No,Unknown,84,,1.06,,No,No,No,No,No
889,2/07/2006 0:00,TRUE,Male - Neutered,14631,Labrador Retriever,0,3/04/2017 23:00,,5/04/2017 23:00,37.2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Yes,No,,,,1.008,Yes,No,No,No,No
890,1/06/2001 0:00,TRUE,Male      ,7347,Chihuahua,0,28/03/2017 23:00,,6/04/2017 23:00,,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Unknown,Unknown,120,38.8,,,Yes,No,No,No,No
891,14/10/2007 0:00,TRUE,Male - Neutered,14962,Border Terrier,0,3/04/2017 23:00,,11/04/2017 23:00,11.05,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
892,8/11/2007 0:00,TRUE,Female - Neutered,14844,Cavalier King Charles Spaniel,0,3/04/2017 23:00,,12/04/2017 23:00,12.25,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Unknown,Unknown,120,,603,,No,No,No,No,No
893,9/09/2007 0:00,TRUE,Male - Neutered,13683,Beagle,0,6/04/2017 23:00,,15/04/2017 23:00,18.2,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Yes,,,,,Yes,No,No,No,No
894,20/03/2010 0:00,TRUE,Male - Neutered,14596,Portugese Podengo,0,6/04/2017 23:00,,17/04/2017 23:00,8.3,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
895,30/10/2008 0:00,TRUE,Female - Neutered,15049,Scottish Terrier,0,10/04/2017 23:00,,17/04/2017 23:00,12.3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,Yes,No,Yes,No,No
896,7/10/2005 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,0,19/04/2017 23:00,,20/04/2017 23:00,19.8,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Unknown,Unknown,120,38.2,,,No,No,No,No,No
897,24/06/2007 0:00,FALSE,Male      ,15086,West Highland White Terrier,0,9/02/2017 0:00,,23/04/2017 23:00,9.65,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,Yes,No,Yes,No,No
898,19/08/2011 0:00,TRUE,Female - Neutered,15009,Jack Russell Terrier,0,3/04/2017 23:00,,23/04/2017 23:00,6.4,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,84,39.6,,,No,No,No,No,No
899,17/10/2006 0:00,TRUE,Male - Neutered,13724,Boxer,0,19/04/2017 23:00,,24/04/2017 23:00,42.5,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Unknown,Unknown,Yes,Yes,,,,1.009,No,No,No,No,No
900,28/08/2005 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,0,10/04/2017 23:00,,25/04/2017 23:00,11.3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Unknown,Unknown,96,,580,,No,No,No,No,No
901,4/03/2005 0:00,TRUE,Female - Neutered,15086,West Highland White Terrier,0,1/03/2017 0:00,,26/04/2017 23:00,10.15,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Unknown,Unknown,Unknown,96,38.7,1027,,No,No,No,No,No
902,16/04/2016 0:00,TRUE,Male - Neutered,-183,Crossbreed,0,20/04/2017 23:00,,26/04/2017 23:00,21.8,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,120,38.6,,,Yes,No,No,No,No
903,2/06/2011 0:00,TRUE,Male - Neutered,14399,Bullmastiff,0,26/04/2017 23:00,,1/05/2017 23:00,60,Yes,No,No,No,No,No,Weight gain,No,No,No,No,Yes,No,No,No,No,Unknown,Unknown,,38.4,76,,Yes,No,No,No,No
904,1/01/2007 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,0,24/04/2017 23:00,,1/05/2017 23:00,13.5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,38.8,,,No,No,Yes,No,No
905,29/08/2003 0:00,FALSE,Male      ,15009,Jack Russell Terrier,0,25/04/2017 23:00,,2/05/2017 23:00,9.3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Unknown,Unknown,132,38.5,337,,No,No,No,No,No
906,30/08/2007 11:05,TRUE,Male      ,15076,Staffordshire Bull Terrier,0,7/04/2017 23:00,,3/05/2017 23:00,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
907,16/02/2004 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,0,14/03/2017 0:00,,7/05/2017 23:00,7.9,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Unknown,Unknown,Yes,No,,,,1.01,No,No,No,No,No
908,6/11/2006 0:00,TRUE,Male - Neutered,14993,Cairn Terrier,0,2/05/2017 23:00,,9/05/2017 23:00,10.6,No,No,Yes,No,No,No,Weight loss,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,110,38.6,,,No,No,No,No,No
909,30/06/2009 0:00,TRUE,Female - Neutered,13883,Collie,0,18/04/2017 23:00,,11/05/2017 23:00,21.5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,No,No,100,38.9,250,1.022,No,No,No,No,No
910,25/04/2009 0:00,TRUE,Female - Neutered,15008,Irish Terrier,0,25/02/2017 0:00,,14/05/2017 23:00,22.5,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,No,Unknown,,,,1.029,Yes,No,No,No,No
911,29/09/2003 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,0,14/05/2017 23:00,,14/05/2017 23:00,21.3,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,,,,1.012,No,No,No,No,No
912,9/02/2004 0:00,FALSE,Female    ,15087,Yorkshire Terrier,0,19/01/2017 0:00,,14/05/2017 23:00,8.3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,145,,506,1.025,No,No,No,No,No
913,1/09/2007 0:00,TRUE,Female - Neutered,14846,Cocker Spaniel,0,21/04/2017 23:00,,15/05/2017 23:00,11,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,100,38.1,,,No,No,No,No,No
914,29/06/2005 17:54,TRUE,Female    ,14118,Lancashire Heeler,0,26/04/2017 23:00,,15/05/2017 23:00,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,100,38.7,,,No,No,No,No,No
915,1/03/2004 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,0,14/05/2017 23:00,,15/05/2017 23:00,25,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Unknown,88,39.9,,1.016,No,No,No,No,No
916,15/08/2007 0:00,TRUE,Male      ,Crossbreed,Crossbreed,0,14/05/2017 23:00,,16/05/2017 23:00,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Unknown,Unknown,128,,499,,No,No,No,No,No
917,25/05/2007 0:00,FALSE,Male      ,Crossbreed,Crossbreed,0,14/05/2017 23:00,,16/05/2017 23:00,14,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Unknown,Unknown,,,4328,,No,No,No,No,No
918,2/09/2004 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,0,2/05/2017 23:00,,17/05/2017 23:00,10.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Unknown,Unknown,,,2142,,No,No,No,No,No
919,21/07/2010 0:00,TRUE,Female - Neutered,13878,Crossbreed,0,18/05/2017 23:00,,18/05/2017 23:00,14.7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
920,1/04/2002 0:00,TRUE,Male      ,15086,West Highland White Terrier,0,18/05/2017 23:00,,19/05/2017 23:00,,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Unknown,Unknown,124,38.3,,,No,No,No,No,No
921,17/02/2014 0:00,TRUE,Male - Neutered,14913,German Spitz,0,17/05/2017 23:00,,21/05/2017 23:00,9.5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,Yes,No,No,No,No
922,18/04/2007 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,0,3/05/2017 23:00,,23/05/2017 23:00,7.6,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,100,38.3,,,No,No,No,No,No
923,30/03/2008 0:00,TRUE,Male      ,14993,Cairn Terrier,0,21/05/2017 23:00,,29/05/2017 23:00,12.8,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Unknown,84,38.2,,1.004,No,No,No,No,No
924,1/09/2006 0:00,TRUE,Female - Neutered,15086,West Highland White Terrier,0,25/05/2017 23:00,,30/05/2017 23:00,9.4,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,Unknown,Yes,No,,,,1.015,No,No,No,No,No
925,5/06/2007 0:00,FALSE,Male - Neutered,15086,West Highland White Terrier,0,13/04/2017 23:00,,1/06/2017 23:00,10,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,130,38.4,381,1.005,No,No,No,No,No
926,1/01/2005 0:00,TRUE,Male - Neutered,14631,Labrador Retriever,0,21/02/2017 0:00,,1/06/2017 23:00,41.8,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,,1100,1.025,No,No,No,No,No
927,2/02/2008 0:00,TRUE,Female - Neutered,15086,West Highland White Terrier,0,1/06/2017 23:00,,4/06/2017 23:00,11.6,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,80,38.1,2545,,Yes,No,No,No,No
928,1/07/2005 0:00,TRUE,Female - Neutered,14846,Cocker Spaniel,0,1/06/2017 23:00,,6/06/2017 23:00,13.35,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Unknown,Unknown,No,Yes,120,38.1,,1.025,No,No,No,No,No
929,12/12/2003 0:00,TRUE,Male - Neutered,13683,Beagle,0,4/06/2017 23:00,,8/06/2017 23:00,17.5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,39.1,562,,No,No,No,No,No
930,28/02/2009 0:00,TRUE,Female - Neutered,14631,Labrador Retriever,0,31/05/2017 23:00,,11/06/2017 23:00,38.25,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,38.8,209,1.022,No,No,No,No,No
931,15/11/2001 0:00,TRUE,Male - Neutered,13714,Bichon Frise,0,24/05/2017 23:00,,13/06/2017 23:00,5.9,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,428,1.015,No,No,No,No,No
932,9/07/2005 0:00,TRUE,Male - Neutered,14631,Labrador Retriever,0,31/05/2017 23:00,,19/06/2017 23:00,25.7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Unknown,,,456,1.02,No,No,No,No,No
933,25/10/2004 0:00,TRUE,Female - Neutered,-271,Crossbreed,0,6/12/2016 0:00,,22/06/2017 23:00,19.9,No,No,No,No,No,No,Weight loss,No,No,No,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,124,,,,No,No,No,No,No
934,14/07/2008 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,0,15/06/2017 23:00,,22/06/2017 23:00,6.38,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,37.6,,,No,No,No,No,No
935,7/02/2007 0:00,TRUE,Male - Neutered,14672,Schnauzer,0,7/06/2017 23:00,,24/06/2017 23:00,7.2,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,Yes,,38.5,,1.048,No,No,No,No,No
936,2/06/2007 0:00,TRUE,Female - Neutered,14250,Siberian Husky,0,18/06/2017 23:00,,25/06/2017 23:00,34.5,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Unknown,,,,1.012,Yes,No,No,No,No
937,16/05/2008 0:00,TRUE,Male - Neutered,14631,Labrador Retriever,0,12/06/2017 23:00,,27/06/2017 23:00,35.4,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Unknown,Unknown,112,38.7,7954,,No,No,No,No,No
938,3/02/2007 0:00,FALSE,Female    ,19045,Poodle,0,24/05/2017 23:00,,2/07/2017 23:00,4,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Unknown,Yes,Unknown,Unknown,120,38.9,,,Yes,No,No,No,No
939,24/05/2007 0:00,TRUE,Male - Neutered,13714,Bichon Frise,0,19/06/2017 23:00,,2/07/2017 23:00,11.85,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Unknown,Unknown,120,38.5,1304,,No,No,No,No,No
940,16/08/2008 0:00,TRUE,Female - Neutered,15086,West Highland White Terrier,0,15/06/2017 23:00,,2/07/2017 23:00,6.7,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,,,1936,1.028,No,No,No,No,No
941,17/01/2006 0:00,FALSE,Male      ,13683,Beagle,0,26/06/2017 23:00,,2/07/2017 23:00,27.8,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Unknown,Unknown,Unknown,Unknown,48,,,,No,No,No,No,No
942,1/07/2001 0:00,TRUE,Female    ,Crossbreed,Crossbreed,0,19/06/2017 23:00,,3/07/2017 23:00,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,110,,682,,No,No,No,No,No
943,16/04/2005 0:00,TRUE,Female    ,15009,Jack Russell Terrier,0,28/06/2017 23:00,,3/07/2017 23:00,13,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Unknown,Unknown,Unknown,130,,,,No,No,No,No,No
944,16/05/2006 0:00,TRUE,Male      ,15086,West Highland White Terrier,0,3/07/2017 23:00,,4/07/2017 23:00,14,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,,,1113,1.027,No,No,No,No,No
945,20/11/2004 0:00,TRUE,Male - Neutered,14609,Golden Retriever,0,2/07/2017 23:00,,5/07/2017 23:00,35,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Yes,,148,,1.002,No,No,No,No,No
946,13/05/2003 0:00,TRUE,Male      ,13880,Collie,0,3/07/2017 23:00,,6/07/2017 23:00,31.5,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
947,22/03/2012 0:00,TRUE,Male - Neutered,13878,Crossbreed,0,27/06/2017 23:00,,6/07/2017 23:00,35.7,Yes,No,No,No,No,No,No change,No,No,No,No,No,No,No,Unknown,Unknown,No,Unknown,,,,1.04,No,No,No,Yes,No
948,1/05/2004 0:00,TRUE,Female    ,14672,Schnauzer,0,3/07/2017 23:00,,6/07/2017 23:00,5.5,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,,,,1.022,No,No,No,No,No
949,7/11/2013 0:00,TRUE,Male - Neutered,14962,Border Terrier,0,4/07/2017 23:00,,7/07/2017 23:00,12.9,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
950,5/11/2007 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,0,9/07/2017 23:00,,9/07/2017 23:00,10.6,No,No,No,No,No,Yes,No change,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,120,38.4,,,Yes,No,No,No,No
951,6/05/2014 0:00,FALSE,Female    ,14846,Cocker Spaniel,0,9/07/2017 23:00,,10/07/2017 23:00,17.5,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,1.013,No,No,No,No,No
952,20/05/2003 0:00,TRUE,Male      ,15087,Yorkshire Terrier,0,10/07/2017 23:00,,12/07/2017 23:00,9.4,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Unknown,Unknown,Unknown,100,,,,No,No,No,No,No
953,11/04/2006 0:00,TRUE,Female - Neutered,14796,German Shepherd,0,24/07/2017 23:00,,30/07/2017 23:00,34.1,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Unknown,Unknown,Yes,No,120,,,1.015,No,No,No,No,No
954,23/03/2010 0:00,FALSE,Female    ,19077,Dogue de Bordeaux,0,29/07/2017 23:00,,31/07/2017 23:00,66,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
955,15/09/2012 0:00,FALSE,Male      ,15048,Russian terrier,0,30/07/2017 23:00,,31/07/2017 23:00,46.5,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,100,38.1,,,Yes,No,No,No,No
956,2/06/2012 0:00,TRUE,Female    ,13759,Bulldog,0,15/07/2017 23:00,,31/07/2017 23:00,26,No,No,No,No,No,No,Weight gain,Yes,Yes,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
957,3/02/2004 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,0,27/07/2017 23:00,,1/08/2017 23:00,8.85,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,120,38.4,1923,,Yes,No,Yes,No,No
958,22/05/2006 0:00,TRUE,Female - Neutered,15086,West Highland White Terrier,0,28/07/2017 23:00,,2/08/2017 23:00,5.85,No,No,No,No,No,Yes,Weight gain,No,Yes,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
959,1/04/2007 0:00,TRUE,Female    ,15076,Staffordshire Bull Terrier,0,3/08/2017 23:00,,3/08/2017 23:00,16.4,No,No,No,No,Yes,No,Weight loss,No,No,No,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
960,14/11/2002 0:00,TRUE,Female - Neutered,13883,Collie,0,23/07/2017 23:00,,3/08/2017 23:00,17.8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,90,,1025,1.035,No,No,No,No,No
961,24/12/2006 0:00,TRUE,Male - Neutered,15083,Tibetan Terrier,0,6/07/2017 23:00,,4/08/2017 23:00,16.1,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,120,38.8,1808,1.032,Yes,No,No,No,No
962,4/10/2009 0:00,TRUE,Male - Neutered,14631,Labrador Retriever,0,26/07/2017 23:00,,6/08/2017 23:00,33.6,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
963,3/05/2013 0:00,TRUE,Female - Neutered,14366,Crossbreed,0,27/07/2017 23:00,,6/08/2017 23:00,13.15,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,38.2,,,No,No,No,No,No
964,8/02/2012 0:00,TRUE,Male      ,15086,West Highland White Terrier,0,10/07/2017 23:00,,7/08/2017 23:00,12.3,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,88,38.1,,,No,No,No,No,No
965,1/05/2004 0:00,TRUE,Female    ,15076,Staffordshire Bull Terrier,0,19/07/2017 23:00,,7/08/2017 23:00,,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Unknown,Unknown,120,,,,No,Yes,No,No,No
966,2/08/2005 0:00,TRUE,Male - Neutered,15083,Tibetan Terrier,0,1/08/2017 23:00,,7/08/2017 23:00,17.8,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,,,1336,,No,No,No,No,No
967,13/11/2005 0:00,FALSE,Male      ,14557,Pointer,0,7/08/2017 23:00,,8/08/2017 23:00,26,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,80,38.4,,1.02,No,No,No,No,No
968,18/09/2010 0:00,TRUE,Male - Neutered,13714,Bichon Frise,0,4/05/2017 23:00,,9/08/2017 23:00,10,No,No,No,No,No,Yes,Weight gain,Yes,No,No,No,Yes,No,No,Yes,Yes,Unknown,Unknown,140,,,,No,No,No,No,No
